日付	 速度L1	 速度L2	 速度L3	 速度L4	 速度L5	 速度L6	 速度L7	 速度L8	 速度NGL1	 速度NGL2	 速度NGL3	 速度NGL4	 速度NGL5	 速度NGL6	 速度NGL7	 速度NGL8	 フラグなしL1	 フラグなしL2	 フラグなしL3	 フラグなしL4	 フラグなしL5	 フラグなしL6	 フラグなしL7	 フラグなしL8	 効率L1	 効率L2	 効率L3	 効率L4	 効率L5	 効率L6	 効率L7	 効率L8	 高難易度L1	 高難易度L2	 高難易度L3	 高難易度L4	 高難易度L5	 高難易度L6	 高難易度L7	 高難易度L8	 ランダム難易度L1	 ランダム難易度L2	 ランダム難易度L3	 ランダム難易度L4	 ランダム難易度L5	 ランダム難易度L6	 ランダム難易度L7	 ランダム難易度L8	 ハードコアL1	 ハードコアL2	 ハードコアL3	 ハードコアL4	 ハードコアL5	 ハードコアL6	 ハードコアL7	 ハードコアL8	 ハードコアNGL1	 ハードコアNGL2	 ハードコアNGL3	 ハードコアNGL4	 ハードコアNGL5	 ハードコアNGL6	 ハードコアNGL7	 ハードコアNGL8	 耐久L1	 耐久L2	 耐久L3	 耐久L4	 耐久L5	 耐久L6	 耐久L7	 耐久L8	 ナイトメアL1	 ナイトメアL2	 ナイトメアL3	 ナイトメアL4	 ナイトメアL5	 ナイトメアL6	 ナイトメアL7	 ナイトメアL8
2024/1/7	886.6	1200	3486	2418	2996	3997	9075	10168	722	889.4	1735	2028	2380	3200	4900	7200	703.6	833.4	2686	1582	2045	3200	3800	7158	596.5	841.5	1189	1650	2339	3218	5000	9175	833.9	2244	5413	6442	11000	16000	27730	44525	690.5	851.1	1942	1891	3150	4000	11482	11181	689	856.4	3538	1894	2592	3511	5652	9176	711.3	2387	4311	3800	4030	6693	6699	9374	868.6	936.4	1408	2370	3749	5040	10490	24793	1792	2177	3500	4367	6240	12096	35000	110886
2024/1/6	945.2	1206	3701	2460	3025	3997	9097	11131	733.5	858.8	1705	2028	2399	3200	4900	7200	684.1	878.2	2833	1615	2000	3289	3800	7158	611.9	863	1250	1802	2489	3199	5375	9158	840.8	2252	5501	6450	10305	17000	27730	42345	694.7	869.1	2034	1773	3150	4000	11482	12250	726.2	908.3	3816	1850	2592	3511	5652	9349	721.5	2610	4595	3851	4030	6257	6650	9301	853.9	884.4	1513	2203	3940	5040	10000	24793	1824	2177	3756	4350	6763	12096	34900	113997
2024/1/5	943.5	1219	3688	2461	3174	3997	9100	11131	732.6	867.8	1840	1937	2313	3299	4900	7199	692.8	844.8	2833	1715	1944	3300	3578	7125	588.9	882.4	1333	1711	2307	3299	5375	9038	840.1	2294	5472	6744	10305	16119	27855	44876	688.4	830.4	2202	1831	3150	4000	11482	12250	717.4	991.1	4095	1923	2789	3511	5652	9349	749.7	2827	4788	3799	3790	6257	6572	8752	862.8	928.1	1546	2350	4100	4890	10000	23986	1772	2115	3845	4469	7299	12170	34900	113997
2024/1/4	898.5	1228	3735	2578	3199	4100	9100	11780	746.6	887.8	1930	1949	2400	3299	4900	7400	697.9	839.5	3094	1666	2060	3300	3339	7125	590.8	935	1277	1753	2349	3299	5390	9190	828.4	2370	5081	6691	10999	17000	27855	45113	702.8	828.9	2383	1942	3150	4000	11482	12094	725.6	1055	4331	1791	2617	3511	5652	9349	741.7	2837	4788	4018	3830	6257	6572	9255	847	960	1546	2273	4290	4890	10000	24760	1822	2147	3840	4689	7299	11500	34900	114000
2024/1/3	963.4	1228	3744	2509	3000	4100	9100	11500	746.8	843.1	1930	1838	2379	3305	4804	7495	690.3	832.9	3094	1692	2088	3399	3503	7125	585.6	889.9	1195	1883	2222	3299	5600	9190	821.2	2308	5520	6749	10660	16483	27855	45000	695	824.1	2535	1909	2999	4000	11482	11047	746.3	1153	4331	1743	2524	3511	5652	9349	709.7	2979	4920	4324	3624	5990	6572	9325	864	975	1640	2399	4371	4708	10000	24585	1769	2111	3840	4689	7688	11839	34900	114000
2024/1/2	898.6	1203	3782	2568	3062	4100	9100	10804	750	845.8	2029	1860	2276	3303	4410	6999	702.5	823.3	3094	1700	2000	3399	3503	6500	573.1	897.3	1310	1817	2350	3299	5500	9162	855	2398	5841	6708	11432	15467	27855	45170	704.4	830.7	2677	1909	3192	4297	11482	10438	713.6	1239	4540	1810	2674	3511	5253	9300	750.9	2780	4750	4657	3590	5953	6216	9000	830	923.3	1720	2623	4459	4700	10000	24489	1792	2075	3805	4600	7688	11839	36647	114899
2024/1/1	944.9	1205	3788	2504	3239	4150	8473	10804	791.3	904.5	2197	1953	2388	3303	4410	7171	731.7	833.7	3400	1706	2050	3400	3503	6500	608.4	950.1	1351	1975	2350	3331	5214	8862	860.4	2433	5779	6788	11440	15467	27855	45170	723.4	872.7	2883	1978	3471	4297	11482	11032	774.3	1304	4943	1900	2740	3823	5253	9300	799.2	2984	5204	4964	3590	5455	6216	9200	905	943.5	1848	2848	4230	4743	9971	24489	1736	2030	3805	4650	7699	11839	36647	110423
2023/12/31	920.8	1236	3864	2598	3243	4085	9100	11669	783.5	949.8	2170	1884	2388	3303	4144	7182	728.7	875.1	3400	1706	2134	3400	3798	6998	609.5	967	1367	1836	2400	3110	5214	8999	843.6	2629	5970	7447	11000	16499	27970	43960	726.4	904.2	3166	1996	3650	4297	11482	12000	730.8	1395	4943	1871	2743	3823	5253	9300	744.6	2830	4789	4627	3599	5062	6800	9017	901.5	1016	1766	2848	4230	5009	9971	23500	1829	2165	3824	4690	7699	11839	38456	110423
2023/12/30	872.8	1346	3705	2792	3044	4085	9198	11669	777.5	1029	2049	1983	2305	3300	4144	7650	704.5	892	3310	1772	2084	3194	3800	7000	612.4	905.2	1492	1727	2497	3110	5568	9025	846.3	2648	5834	7453	11000	16499	27970	41178	696.2	896.2	3175	1999	3845	4250	11482	12000	691.3	1505	5296	1980	2750	3700	4800	9300	718.4	2617	4497	4627	3490	4890	6800	9500	875.2	1115	1770	2848	4230	5341	9971	23500	1839	2199	3820	4697	7700	11839	38456	117000
2023/12/29	924.2	1334	4006	2792	2900	4000	9198	11083	772.9	1081	2200	2096	2305	3300	4140	7650	732.9	888.1	3259	1735	2084	3194	3800	7188	608.5	901.6	1469	1772	2348	3383	5557	8892	858.1	2574	6300	7148	11631	16969	27970	43833	700.5	921.3	3394	2022	4000	4379	11482	11702	698.5	1596	5812	2151	2686	3638	4800	9188	712	2430	4251	4347	3322	5097	6633	9298	883.2	1100	1889	2658	4230	5690	9971	23495	1830	2183	3793	4975	7700	11839	37317	117000
2023/12/28	933	1338	4232	2870	2900	4080	9185	11083	716.1	1166	2125	1997	2434	3299	4134	7562	731.4	878.7	2980	1738	2103	3389	3800	7188	614.1	868.8	1524	1792	2348	3300	5281	9000	879	2488	6664	6733	11065	17400	27970	45173	701.1	902.4	3400	1910	4000	4000	11482	11800	704.4	1681	6117	2239	2750	3700	4750	9182	710.6	2429	4444	4005	3580	5440	6800	9075	881.5	1153	1889	2820	4460	5690	9750	23495	1850	2202	3800	4972	7750	10912	37317	117000
2023/12/27	948.9	1339	4451	2915	3000	4160	9000	11149	691	1265	2268	1960	2434	3299	4134	7375	694.2	878.1	3274	1694	2103	3389	3800	7188	596.1	852.3	1526	1800	2299	3300	5016	9131	875.1	2554	6660	6878	11000	17400	27970	44165	696.4	882.7	3606	2002	3684	4000	11482	12172	703.9	1689	6117	2361	2736	3700	4750	9695	698.1	2663	4433	3740	3436	5440	6800	8900	887.8	1151	1784	3087	4460	5690	9750	23495	1839	2248	3812	4972	7750	10000	37317	117000
2023/12/26	982.6	1398	4700	2915	2900	4160	9000	11149	702.7	1352	2429	2077	2440	3299	4134	7488	699.8	935	3511	1795	2103	3389	3800	7242	586.8	858.5	1643	1920	2446	3189	5016	9686	829.6	2600	6690	7000	11490	17400	27970	43795	698.7	902	3778	2017	3449	4244	11482	12172	705	1586	6326	2531	2559	3700	4750	9695	688.4	2801	4476	3740	3531	5050	6800	9285	900.6	1245	1663	3259	4460	5610	9556	23000	1812	2248	3853	4972	7634	10199	37317	117000
2023/12/25	919.8	1321	4798	3059	2900	4150	9000	11997	719.2	1344	2429	2190	2444	3299	4134	7613	700	939.8	3485	1900	2103	3389	3910	7215	601	879.3	1699	2037	2450	3017	4689	9686	874	2558	6775	7333	11490	17982	27970	43500	711	903	3487	2109	3454	4244	10713	12000	703.6	1476	5934	2672	2559	3700	4600	9700	721.1	2571	4387	4100	3531	5050	6800	9250	930.7	1259	1663	3440	4480	5690	8960	24489	1883	2268	3853	4993	7634	10199	37317	117000
2023/12/24	917.1	1354	4500	3059	2975	4228	9000	11997	710	1430	2298	2190	2525	3250	4138	7448	722.7	930	3500	1900	1914	3440	3910	7215	594.7	888.6	1690	2037	2450	3000	4689	9686	882.3	2600	6839	7266	11490	16824	27970	43790	698.3	899.3	3173	2166	3292	4244	9985	12250	713.2	1399	5545	2800	2749	3700	4600	9700	708.1	2433	4399	4100	3727	5050	6800	9250	924.1	1259	1663	3440	4480	5690	8960	24485	1888	2375	3853	4913	7634	10199	37317	117000
2023/12/23	920	1437	4157	3070	3069	4228	9195	11997	712.9	1511	2250	2199	2525	3200	4138	7650	682	904.4	3462	1987	1914	3440	3910	7215	585.8	875.9	1699	2092	2353	3030	4689	9686	900.5	2620	7360	7266	11500	16824	27970	43780	696.9	903	2966	2349	3300	4087	9093	12250	699	1276	5545	2800	2729	3700	4600	9650	689.1	2238	4530	4040	3922	5300	6800	9280	932.7	1298	1663	3258	4450	5500	8500	24485	1873	2344	3853	4874	7000	10000	35000	117000
